7zip	23.01+dfsg-11ubuntu0.1~esm1
node-colors	1.4.0-4
node-columnify	1.6.0+~1.5.1-1
node-commander	9.4.1-1
node-commondir	1.0.1+~1.0.0-1
node-concat-stream	2.0.0+~2.0.0-2
node-console-control-strings	1.1.0-3
node-convert-source-map	1.9.0+~1.5.2-1
node-copy-concurrently	1.0.5-9
node-core-js	3.33.2-1build2
node-core-js-compat	3.33.2-1build2
node-core-js-pure	3.33.2-1build2
node-core-util-is	1.0.3-1
node-coveralls	3.1.1-2build1
node-css-loader	6.8.1+~cs14.0.17-1
node-css-selector-tokenizer	0.8.0+~cs4.8.3-1
node-data-uri-to-buffer	5.0.1~0~2023071921-5
node-debbundle-es-to-primitive	1.2.1+~cs9.7.25-2
node-debug	4.3.4+~cs4.1.7-1
node-decamelize	4.0.0-2
node-decompress-response	6.0.0-2
node-deep-equal	2.2.3+~cs43.15.94-1
node-deep-is	0.1.4-1
node-defaults	1.0.4+~1.0.3-1
node-define-properties	1.2.1+~cs2.2.3-1
node-define-property	2.0.2+really+2.0.2-3
node-defined	1.0.1+~1.0.0-1
node-del	7.0.0-5
node-delegates	1.0.0-3
node-depd	2.0.0-2
node-diff	5.0.0~dfsg+~5.0.1-4
node-doctrine	3.0.0-4
node-electron-to-chromium	1.4.616-1
node-encoding	0.1.13-2
node-end-of-stream	1.4.4+~1.4.1-1
node-enhanced-resolve	5.15.0-1
node-err-code	2.0.3+dfsg-3
node-errno	1.0.0-3
node-error-ex	1.3.2-4
node-es-abstract	1.20.4+~cs26.27.47-1
node-es-module-lexer	1.1.0+dfsg-3
node-es6-error	4.1.1-5
node-escape-string-regexp	4.0.0-2
node-escodegen	2.1.0+dfsg+~0.0.8-1
node-eslint-scope	7.1.1+~3.7.4-1
node-eslint-utils	3.0.0-3
node-eslint-visitor-keys	3.3.0+~1.0.0-1
node-espree	9.4.1~dfsg-2
node-esprima	4.0.1+ds+~4.0.3-2
node-esquery	1.4.2~ds-1
node-esrecurse	4.3.0-2
node-estraverse	5.3.0+ds+~5.1.1-1
node-esutils	2.0.3+~2.0.0-1
node-events	3.3.0+~3.0.0-3
node-fancy-log	1.3.3+~cs1.3.1-2
node-fast-deep-equal	3.1.3-3
node-fast-levenshtein	2.0.6+ds-3
node-fetch	3.3.2+~cs11.4.11-1
node-file-entry-cache	6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-fill-range	7.0.1+~7.0.0-1
node-find-cache-dir	3.3.2+~3.2.1-1
node-find-up	6.3.0-7
node-flat-cache	3.0.4~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-flatted	3.2.7~ds-1
node-for-in	1.0.2-4
node-for-own	1.0.0-3
node-foreground-child	3.1.1-2
node-fs-readdir-recursive	1.1.0+~1.1.0-1
node-fs-write-stream-atomic	1.0.10-6
node-fs.realpath	1.0.0-3
node-function-bind	1.1.2+~cs2.1.14-1
node-functional-red-black-tree	1.0.1+20181105-7
node-gauge	4.0.4-2
node-get-caller-file	2.0.5+~cs1.1.1-4
node-get-stream	6.0.1-1
node-get-value	1:3.0.1-4
node-glob	8.1.0+~cs8.5.15-1
node-glob-parent	6.0.2+~5.1.1-2
node-globals	13.23.0-1
node-globby	13.1.3+~cs16.25.40-2
node-got	11.8.5+~cs58.13.36-3
node-graceful-fs	4.2.10-1
node-growl	1.10.5-4
node-gyp	9.3.0-3
node-has-flag	4.0.0-3
node-has-unicode	2.0.1-5
node-has-value	2.0.2-4
node-has-values	2.0.1-4
node-hosted-git-info	6.1.1-2
node-http-proxy-agent	7.0.0~0~2023071921-5
node-https-proxy-agent	7.0.1~0~2023071921-5
node-iconv-lite	0.6.3-3
node-icss-utils	5.1.0+~5.1.0-1
node-ieee754	1.2.1-3
node-iferr	1.0.2+~1.0.2-1
node-ignore	5.2.1-1
node-imurmurhash	0.1.4+dfsg+~0.1.1-2
node-indent-string	4.0.0-2
node-inflight	1.0.6-2
node-inherits	2.0.4-6
node-ini	3.0.1-2
node-interpret	2.2.0-3
node-ip	2.0.0+~1.1.0-1ubuntu1
node-ip-regex	4.3.0+~4.1.1-1
node-is-arrayish	0.3.2-3
node-is-binary-path	2.1.0-5
node-is-buffer	2.0.5-2
node-is-descriptor	3.0.0-2
node-is-extendable	1.0.1-3
node-is-extglob	2.1.1-5
node-is-glob	4.0.3-2
node-is-number	7.0.0-4
node-is-path-cwd	2.2.0-2
node-is-path-inside	3.0.3-2
node-is-plain-obj	3.0.0-2
node-is-plain-object	5.0.0-7
node-is-primitive	3.0.1-3
node-is-stream	3.0.0-4
node-is-typedarray	1.0.0-4
node-is-windows	1.0.2+~cs1.0.0-1
node-isarray	2.0.5-4
node-isexe	2.0.0+~2.0.1-5
node-isobject	4.0.0-2
node-istanbul	0.4.5+repack10+~cs98.25.59-2
node-jest-debbundle	29.6.2~ds1+~cs73.45.28-5
node-jest-worker	29.6.2~ds1+~cs73.45.28-5
node-js-tokens	8.0.0-2
node-js-yaml	4.1.0+dfsg+~4.0.5-7
node-jsesc	3.0.2+~3.0.1-1
node-json-buffer	3.0.1+~3.0.0-1
node-json-parse-better-errors	1.0.2+~cs3.3.1-2
node-json-schema	0.4.0+~7.0.11-1
node-json-schema-traverse	1.0.0-3
node-json-stable-stringify	1.0.2+repack1+~cs1.0.34-2
node-json5	2.2.3+dfsg-1build1
node-jsonify	0.0.1-1
node-jsonparse	1.3.1-10
node-kind-of	6.0.3+dfsg-2
node-lcov-parse	1.0.0+20170612git80d039574ed9-6
node-levn	0.4.1+dfsg-2
node-loader-runner	4.3.0-1
node-locate-path	7.1.1-2
node-lodash	4.17.21+dfsg+~cs8.31.198.20210220-9
node-lodash-packages	4.17.21+dfsg+~cs8.31.198.20210220-9
node-log-driver	1.2.7+git+20180219+bba1761737-7
node-lowercase-keys	2.0.0-2
node-lru-cache	7.14.1-1
node-make-dir	3.1.0-3
node-map-visit	1.0.0-4
node-memfs	3.4.12+~cs1.0.3-1
node-memory-fs	0.5.0+~0.3.3-2
node-merge-stream	2.0.0+~1.1.2-2
node-micromatch	4.0.5+~4.0.2-1
node-mime	3.0.0+dfsg+~cs6.97.2-1
node-mime-types	2.1.35-2
node-mimic-response	3.1.0-8
node-minimatch	9.0.3-4build5
node-minimist	1.2.8+~cs5.3.5-1
node-minipass	3.3.6+~cs9.4.19-1
node-mixin-deep	2.0.1-3
node-mkdirp	1.0.4+~1.0.2-4
node-move-concurrently	1.0.1-5
node-ms	2.1.3+~cs0.7.31-3
node-mute-stream	0.0.8+~0.0.1-3
node-n3	1.16.3+~1.2.3+~1.10.4-1
node-negotiator	0.6.3+~0.6.1-1
node-neo-async	2.6.2+~cs3.0.0-3
node-nopt	5.0.0-4
node-normalize-package-data	4.0.1+~2.4.1-1
node-normalize-path	3.0.0+~3.0.0-1
node-npm-bundled	2.0.1-2
node-npm-package-arg	10.0.0+~3.0.0-2
node-npm-run-path	5.1.0+~4.0.0-8
node-npmlog	7.0.1+~4.1.4-1
node-object-assign	4.1.1-7
node-object-inspect	1.12.2+~cs1.8.1-1
node-object-visit	1.0.1-5
node-once	1.4.1-1
node-opener	1.5.2+~1.4.0-1
node-optimist	0.6.1+~0.0.30-2
node-optionator	0.9.1+dfsg+~cs1.2.3-1
node-osenv	0.1.5+~0.1.1-1
node-p-cancelable	2.1.1-1
node-p-limit	4.0.0+~cs4.0.0-5
node-p-locate	6.0.0-12
node-p-map	4.0.0+~3.1.0+~3.0.1-1
node-parse-json	5.2.0+~cs5.1.7-1
node-pascalcase	1.0.0-1
node-path-dirname	1.0.2-2
node-path-exists	5.0.0-8
node-path-is-absolute	2.0.0-2
node-path-is-inside	1.0.2+~1.0.0-1
node-path-type	4.0.0-3
node-picocolors	1.0.0-4
node-pify	5.0.0+~cs5.0.1-1
node-pkg-dir	5.0.0-2
node-postcss	8.4.31+~cs8.0.26-1
node-postcss-modules-extract-imports	3.0.0-2
node-postcss-modules-values	4.0.0+~4.0.0-1
node-postcss-value-parser	4.2.0-1
node-prelude-ls	1.2.1+dfsg-3
node-process-nextick-args	2.0.1-3
node-progress	2.0.3-2
node-promise-inflight	1.0.1+~1.0.0-1
node-promise-retry	2.0.1-4
node-promzard	0.3.0-2
node-prr	1.0.1-3
node-pump	3.0.0-5
node-punycode	2.2.3-2
node-quick-lru	6.1.1-4
node-randombytes	2.1.0+~2.0.0-2
node-re2:amd64	1.20.10+~cs2.13.13-1
node-read	1.0.7-5
node-read-package-json	5.0.2+~2.0.0-1
node-read-pkg	5.2.0-2
node-readable-stream	3.6.0+~cs3.0.0-4build1
node-readdirp	3.6.0-1
node-rechoir	0.8.0+~0.6.1-2
node-regenerate	1.4.2-3
node-regenerate-unicode-properties	10.1.0+ds-1
node-regenerator-runtime	0.15.2+~0.10.8-1
node-regenerator-transform	0.15.2+~0.10.8-1
node-regexpp	3.2.0-5
node-regexpu-core	5.2.2-3
node-regjsgen	0.7.1+ds-1
node-regjsparser	0.9.1+ds-2
node-repeat-string	1.6.1+repack-1
node-require-directory	2.1.1+~2.1.2-1
node-require-from-string	2.0.2+~1.2.1-1
node-resolve	1.22.8+~cs5.34.15-2
node-resolve-cwd	3.0.0-2
node-resolve-from	5.0.0+~3.1.0+~3.3.0+~2.0.0-1
node-restore-cursor	4.0.0-4
node-resumer	0.0.0-6
node-retry	0.13.1+~0.12.1-1
node-rimraf	3.0.2-2
node-run-queue	2.0.0-3
node-safe-buffer	5.2.1+~cs2.1.2-3
node-schema-utils	4.2.0~ds-3build3
node-sellside-emitter	1.2.1-3
node-semver	7.5.4+~7.5.0-2
node-serialize-javascript	6.0.1-1
node-set-blocking	2.0.0-2
node-set-immediate-shim	2.0.0-2
node-set-value	4.1.0+~4.0.1-2
node-shebang-command	2.0.0-1
node-shebang-regex	3.0.0-2
node-shell-quote	1.7.4+~1.7.1-1
node-signal-exit	4.1.0-6
node-slash	4.0.0-3
node-slice-ansi	5.0.0+~cs9.0.0-5
node-source-list-map	2.0.1+dfsg+~0.1.2-1
node-source-map	0.7.0++dfsg2+really.0.6.1-15
node-source-map-support	0.5.21+ds+~0.5.4-1
node-spdx-correct	3.1.1-2
node-spdx-exceptions	2.3.0-2
node-spdx-expression-parse	3.0.1+~3.0.1-1
node-spdx-license-ids	3.0.12-1
node-sprintf-js	1.1.2+ds1+~1.1.2-1
node-ssri	9.0.1-2
node-stack-utils	2.0.6+~2.0.1-1
node-string-decoder	1.3.0-6
node-string-width	4.2.3+~cs13.2.3-1
node-strip-ansi	6.0.1-2
node-strip-bom	4.0.0-2
node-strip-json-comments	4.0.0-4
node-supports-color	8.1.1+~8.1.1-1
node-tap	16.3.7+ds1+~cs50.9.19-4
node-tap-mocha-reporter	5.0.3+~2.0.2-2
node-tap-parser	11.0.2+~cs2.1.4-1
node-tapable	2.2.1-3
node-tape	5.6.1+~cs8.20.19-1
node-tar	6.1.13+~cs7.0.5-3
node-terser	5.19.2-1
node-text-table	0.2.0-4
node-through	2.3.8+~cs0.0.30-1
node-time-stamp	2.2.0-2
node-to-fast-properties	3.0.1-3
node-to-regex-range	5.0.1-4
node-tslib	2.4.1-1
node-type-check	0.4.0+dfsg-3
node-typedarray	0.0.7-1
node-typedarray-to-buffer	4.0.0-2
node-typescript	4.8.4+ds1-2
node-undici	5.26.3+dfsg1+~cs23.10.12-2
node-unicode-canonical-property-names-ecmascript	2.0.0-2
node-unicode-match-property-ecmascript	2.0.0-2
node-unicode-match-property-value-ecmascript	2.1.0+ds-1
node-unicode-property-aliases-ecmascript	2.1.0+ds-1
node-union-value	2.0.1-4
node-unique-filename	1.1.1+ds-2
node-unset-value	2.0.1-1
node-uri-js	4.4.0+dfsg-8
node-util	0.12.5+~1.0.10-1
node-util-deprecate	1.0.2-3
node-uuid	8.3.2+~8.3.3-4
node-v8-compile-cache	2.4.0-2
node-v8flags	3.2.0+~3.1.1-1
node-validate-npm-package-license	3.0.4-2
node-validate-npm-package-name	5.0.0+~4.0.0-1
node-watchpack	2.4.0+~cs2.8.1-1
node-wcwidth.js	1.0.2-2
node-webassemblyjs	1.11.4+dfsg+~cs10.11.17-2
node-webpack-sources	3.2.3+~3.2.0-2
node-which	2.0.2+~cs1.3.2-3
node-wide-align	1.1.3-4
node-widest-line	3.1.0-2
node-wordwrap	1.0.0-4
node-wrap-ansi	8.0.1+~8.0.1-3
node-wrappy	1.0.2-3
node-write	2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-write-file-atomic	4.0.2+~4.0.0-2
node-ws	8.11.0+~cs13.7.3-2
node-xtend	4.0.2-3
node-y18n	5.0.8+~5.0.0-3
node-yallist	4.0.0+~4.0.1-1
node-yaml	2.3.4-1build1
node-yargs	16.2.0+~16.0.4-7
node-yargs-parser	21.1.1+~21.0.0-4
nodejs	18.19.1+dfsg-6ubuntu5
nodejs-doc	18.19.1+dfsg-6ubuntu5
npm	9.2.0~ds1-2
ntfs-3g	1:2022.10.3-1.2ubuntu3
numactl	2.0.18-1build1
nvidia-compute-utils-580	580.65.06-0ubuntu0.24.04.4
nvidia-driver-580-open	580.65.06-0ubuntu0.24.04.4
nvidia-firmware-580-580.65.06	580.65.06-0ubuntu0.24.04.4
nvidia-kernel-common-580	580.65.06-0ubuntu0.24.04.4
nvidia-kernel-source-580-open	580.65.06-0ubuntu0.24.04.4
nvidia-prime	0.8.17.2
nvidia-settings	510.47.03-0ubuntu4
nvidia-utils-580	580.65.06-0ubuntu0.24.04.4
nvidia-vaapi-driver:amd64	0.0.8-1
nvtop	3.0.2-1
ocl-icd-libopencl1:amd64	2.3.2-1build1
ocl-icd-libopencl1:i386	2.3.2-1build1
ohcount	4.0.0-4build2
openjdk-11-jdk:amd64	11.0.28+6-1ubuntu1~24.04.1
openjdk-11-jdk-headless:amd64	11.0.28+6-1ubuntu1~24.04.1
openjdk-11-jre:amd64	11.0.28+6-1ubuntu1~24.04.1
openjdk-11-jre-headless:amd64	11.0.28+6-1ubuntu1~24.04.1
openjdk-21-jdk:amd64	21.0.8+9~us1-0ubuntu1~24.04.1
openjdk-21-jdk-headless:amd64	21.0.8+9~us1-0ubuntu1~24.04.1
openjdk-21-jre:amd64	21.0.8+9~us1-0ubuntu1~24.04.1
openjdk-21-jre-headless:amd64	21.0.8+9~us1-0ubuntu1~24.04.1
openprinting-ppds	20230202-1
openssh-client	1:9.6p1-3ubuntu13.14
openssl	3.0.13-0ubuntu3.6
openvpn	2.6.14-0ubuntu0.24.04.2
orca	46.1-1ubuntu1
os-prober	1.81ubuntu4
p11-kit	0.25.3-4ubuntu2.1
p11-kit-modules:amd64	0.25.3-4ubuntu2.1
p7zip-full	16.02+transitional.1
packagekit	1.2.8-2ubuntu1.2
packagekit-tools	1.2.8-2ubuntu1.2
pamixer	1.6-1
pandoc	3.1.3+ds-2
pandoc-data	3.1.3-1
pango1.0-tools	1.52.1+ds-1build1
parted	3.6-4build1
passwd	1:4.13+dfsg1-4ubuntu3.2
patch	2.7.6-7build3
pavucontrol	5.0-2build3
pci.ids	0.0~2024.03.31-1ubuntu0.1
pciutils	1:3.10.0-2build1
pcmciautils	018-14build1
perl	5.38.2-3.2ubuntu0.2
perl-base	5.38.2-3.2ubuntu0.2
perl-modules-5.38	5.38.2-3.2ubuntu0.2
perl-openssl-defaults:amd64	7build3
pgcli	4.0.1-1
pigz	2.8-1
pinentry-curses	1.2.1-3ubuntu5
pinentry-gnome3	1.2.1-3ubuntu5
piper	0.7-1
pipewire:amd64	1.0.5-1ubuntu3.1
pipewire-alsa:amd64	1.0.5-1ubuntu3.1
pipewire-audio	1.0.5-1ubuntu3.1
pipewire-bin	1.0.5-1ubuntu3.1
pipewire-pulse	1.0.5-1ubuntu3.1
pipx	1.4.3-1
pkexec	124-2ubuntu1.24.04.2
pkg-config:amd64	1.8.1-2build1
pkgconf:amd64	1.8.1-2build1
pkgconf-bin	1.8.1-2build1
playerctl	2.4.1-2build2
plymouth	24.004.60-1ubuntu7.1
plymouth-label	24.004.60-1ubuntu7.1
plymouth-theme-spinner	24.004.60-1ubuntu7.1
plymouth-theme-ubuntu-text	24.004.60-1ubuntu7.1
pocketsphinx-en-us	0.8.0+real5prealpha+1-15ubuntu5
policykit-1	124-2ubuntu1.24.04.2
policykit-1-gnome	0.105-7ubuntu5
policykit-desktop-privileges	0.22
polkit-kde-agent-1	4:5.27.11-0ubuntu3
polkitd	124-2ubuntu1.24.04.2
poppler-data	0.4.12-1
poppler-utils	24.02.0-1ubuntu9.7
powermgmt-base	1.37ubuntu0.1
ppp	2.4.9-1+1.1ubuntu4
pptp-linux	1.10.0-1build4
printer-driver-brlaser	6-3build2
printer-driver-c2esp	27-11ubuntu7
printer-driver-foo2zjs	20200505dfsg0-2ubuntu6
printer-driver-foo2zjs-common	20200505dfsg0-2ubuntu6
printer-driver-hpcups	3.23.12+dfsg0-0ubuntu5
printer-driver-m2300w	0.51-15build2
printer-driver-min12xxw	0.0.9-11build3
printer-driver-pnm2ppa	1.13+nondbs-0ubuntu10
printer-driver-postscript-hp	3.23.12+dfsg0-0ubuntu5
printer-driver-ptouch	1.7-1build2
printer-driver-pxljr	1.4+repack0-6build2
printer-driver-sag-gdi	0.1-8
printer-driver-splix	2.0.0+svn315-7fakesync1ubuntu1
procps	2:4.0.4-4ubuntu3.2
psmisc	23.7-1build1
publicsuffix	20231001.0357-0.1
pulseaudio-utils	1:16.1+dfsg1-2ubuntu10.1
python-apt-common	2.7.7ubuntu5
python-babel-localedata	2.10.3-3build1
python3	3.12.3-0ubuntu2
python3-apport	2.28.1-0ubuntu3.8
python3-apt	2.7.7ubuntu5
python3-aptdaemon	1.1.1+bzr982-0ubuntu44
python3-aptdaemon.gtk3widgets	1.1.1+bzr982-0ubuntu44
python3-argcomplete	3.1.4-1ubuntu0.1
python3-asgiref	3.7.2-1
python3-attr	23.2.0-2
python3-babel	2.10.3-3build1
python3-blessed	1.20.0-1
python3-blinker	1.7.0-1
python3-bpfcc	0.29.1+ds-1ubuntu7
python3-brlapi:amd64	6.6-4ubuntu5
python3-brotli	1.1.0-2build2
python3-bs4	4.12.3-1
python3-cairo	1.25.1-2build2
python3-certifi	2023.11.17-1
python3-cffi-backend:amd64	1.16.0-2build1
python3-chardet	5.2.0+dfsg-1
python3-charset-normalizer	3.3.2-1
python3-cli-helpers	2.3.1-1
python3-click	8.1.6-2
python3-colorama	0.4.6-4
python3-commandnotfound	23.04.0
python3-configobj	5.0.8-3
python3-cryptography	41.0.7-4ubuntu0.1
python3-cssselect	1.2.0-2
python3-cups:amd64	2.0.1-5build6
python3-cupshelpers	1.5.18-1ubuntu9
python3-dateutil	2.8.2-3ubuntu1
python3-dbus	1.3.2-5build3
python3-debconf	1.5.86ubuntu1
python3-debian	0.1.49ubuntu2
python3-decorator	5.1.1-5
python3-defer	1.0.6-2.1ubuntu1
python3-defusedxml	0.7.1-2
python3-dev	3.12.3-0ubuntu2
python3-distro	1.9.0-1
python3-distro-info	1.7build1
python3-distupgrade	1:24.04.27
python3-dnf	4.14.0-4.1ubuntu1
python3-dnspython	2.6.1-1ubuntu1
python3-evdev	1.7.0+dfsg-1build1
python3-flask	3.0.2-1ubuntu1
python3-gbinder	1.1.2
python3-gdbm:amd64	3.12.3-0ubuntu1
python3-gi	3.48.2-1
python3-gi-cairo	3.48.2-1
python3-gpg	1.18.0-4.1ubuntu4
python3-hawkey	0.69.0-2.3ubuntu0.1
python3-html5lib	1.1-6
python3-httplib2	0.20.4-3
python3-ibus-1.0	1.5.29-2
python3-idna	3.6-2ubuntu0.1
python3-importlib-metadata	4.12.0-1
python3-itsdangerous	2.1.2-4
python3-jinja2	3.1.2-1ubuntu1.3
python3-json-pointer	2.0-0ubuntu1
python3-jsonpatch	1.32-3
python3-jsonschema	4.10.3-2ubuntu1
python3-jwt	2.7.0-1
python3-kitchen	1.2.6-5
python3-launchpadlib	1.11.0-6
python3-lazr.restfulclient	0.14.6-1
python3-lazr.uri	1.0.6-3
python3-libcomps	0.1.20-1build2
python3-libdnf	0.69.0-2.3ubuntu0.1
python3-louis	3.29.0-1build1
python3-lxml:amd64	5.2.1-1
python3-magic	2:0.4.27-3
python3-mako	1.3.2-1
python3-markdown	3.5.2-1
python3-markdown-it	3.0.0-2
python3-markupsafe	2.1.5-1build2
python3-mdurl	0.1.2-1
python3-minimal	3.12.3-0ubuntu2
python3-more-itertools	10.2.0-1
python3-multidict	6.0.4-1.1build1
python3-mutagen	1.46.0-2
python3-netaddr	0.8.0-2ubuntu1
python3-netplan	1.1.2-2~ubuntu24.04.2
python3-oauthlib	3.2.2-1
python3-olefile	0.46-3
python3-openssl	23.2.0-1
python3-packaging	24.0-1
python3-pendulum	2.1.2-4
python3-pexpect	4.9-2
python3-pgspecial	2.0.1-2
python3-pil:amd64	10.2.0-1ubuntu1
python3-pip	24.0+dfsg-1ubuntu1.3
python3-pip-whl	24.0+dfsg-1ubuntu1.3
python3-pkg-resources	68.1.2-2ubuntu1.2
python3-platformdirs	4.2.0-1
python3-problem-report	2.28.1-0ubuntu3.8
python3-prompt-toolkit	3.0.43-1
python3-psutil	5.9.8-2build2
python3-psycopg	3.1.17-2
python3-ptyprocess	0.7.0-5
python3-pyaes	1.6.1-5
python3-pyasyncore	1.0.2-2
python3-pycryptodome	3.20.0+dfsg-1
python3-pygments	2.17.2+dfsg-1
python3-pyinotify	0.9.6-2ubuntu1
python3-pymysql	1.0.2-2ubuntu1.1
python3-pynvml	12.535.133-1
python3-pyparsing	3.1.1-1
python3-pyperclip	1.8.2-2
python3-pyquery	1.4.3-1
python3-pyrsistent:amd64	0.20.0-1build2
python3-pytzdata	2020.1+dfsg-7
python3-requests	2.31.0+dfsg-1ubuntu1.1
python3-requests-toolbelt	1.0.0-2
python3-rich	13.7.1-1
python3-rpm	4.18.2+dfsg-2.1build2
python3-serial	3.5-2
python3-setproctitle:amd64	1.3.3-1build2
python3-setuptools	68.1.2-2ubuntu1.2
python3-setuptools-whl	68.1.2-2ubuntu1.2
python3-simplejson	3.19.2-1build2
python3-six	1.16.0-4
python3-socks	1.7.1+dfsg-1
python3-software-properties	0.99.49.3
python3-soupsieve	2.5-1
python3-speechd	0.12.0~rc2-2build3
python3-sqlglot	22.2.0-1
python3-sqlparse	0.4.4-1ubuntu0.1
python3-sss	2.9.4-1.1ubuntu6.3
python3-systemd	235-1build4
python3-tabulate	0.8.10-1
python3-terminaltables	3.1.10-3
python3-typing-extensions	4.10.0-1
python3-tz	2024.1-2
python3-unbound	1.19.2-1ubuntu3.5
python3-update-manager	1:24.04.12
python3-urllib3	2.0.7-1ubuntu0.2
python3-userpath	1.9.1-1
python3-venv	3.12.3-0ubuntu2
python3-wadllib	1.3.6-5
python3-wcwidth	0.2.5+dfsg1-1.1ubuntu1
python3-webencodings	0.5.1-5
python3-webob	1:1.8.7-1ubuntu0.1.24.04.1
python3-websockets	10.4-1
python3-werkzeug	3.0.1-3ubuntu0.2
python3-wheel	0.42.0-2
python3-xdg	0.28-2
python3-xkit	0.5.0ubuntu6
python3-yaml	6.0.1-2build2
python3-zipp	1.0.0-6ubuntu0.1
python3.12	3.12.3-1ubuntu0.8
python3.12-dev	3.12.3-1ubuntu0.8
python3.12-minimal	3.12.3-1ubuntu0.8
python3.12-venv	3.12.3-1ubuntu0.8
qalc	4.9.0-1.1build2
qalculate-gtk	4.9.0-1build3
qemu-block-extra	1:8.2.2+ds-0ubuntu1.10
qemu-utils	1:8.2.2+ds-0ubuntu1.10
qmake6:amd64	6.4.2+dfsg-21.1build5
qmake6-bin	6.4.2+dfsg-21.1build5
qml-module-qtquick2:amd64	5.15.13+dfsg-1ubuntu0.1
qt5-gtk-platformtheme:amd64	5.15.13+dfsg-1ubuntu1
qt5-style-kvantum	1.0.10-1build3
qt5-style-kvantum-l10n	1.0.10-1build3
qt5-style-kvantum-themes	1.0.10-1build3
qt5ct	1.5-1build11
qt6-base-dev:amd64	6.4.2+dfsg-21.1build5
qt6-base-dev-tools	6.4.2+dfsg-21.1build5
qt6-gtk-platformtheme:amd64	6.4.2+dfsg-21.1build5
qt6-qpa-plugins:amd64	6.4.2+dfsg-21.1build5
qt6-translations-l10n	6.4.2-1
qt6-wayland:amd64	6.4.2-5build3
qt6ct	0.9-2build2
qttranslations5-l10n	5.15.13-1
qtwayland5:amd64	5.15.13-1
rake	13.0.6-3
ratbagd	0.17-3build2
readline-common	8.2-4build1
rfkill	2.39.3-9ubuntu6.3
ripgrep	14.1.0-1
rpcsvc-proto	1.4.2-0ubuntu7
rpm-common	4.18.2+dfsg-2.1build2
rsync	3.2.7-1ubuntu1.2
rsyslog	8.2312.0-3ubuntu9.1
rtkit	0.13-5build1
rtv	1.27.0+dfsg-2
ruby	1:3.2~ubuntu1
ruby-diff-lcs	1.5.1-1
ruby-net-telnet	0.2.0-1
ruby-rubygems	3.4.20-1
ruby-sdbm:amd64	1.0.0-5build4
ruby-webrick	1.8.1-1ubuntu0.2
ruby-xmlrpc	0.3.2-2
ruby3.2	3.2.3-1ubuntu0.24.04.6
rubygems-integration	1.18
rygel	0.42.5-1ubuntu3
samba-libs:amd64	2:4.19.5+dfsg-4ubuntu9.4
sane-airscan	0.99.29-0ubuntu4
sane-utils	1.2.1-7build4
sbsigntool	0.9.4-3.1ubuntu7
scdoc	1.11.2-1
screen-resolution-extra	0.18.3ubuntu0.24.04.1
sddm	0.20.0-2ubuntu4.2
seahorse	43.0-3build2
seatd	0.8.0-1
secureboot-db	1.9build1
sed	4.9-2build1
sensible-utils	0.0.22
session-migration	0.3.9build1
sgml-base	1.31
sgml-data	2.0.11+nmu1
shared-mime-info	2.4-4
shim-signed	1.58+15.8-0ubuntu1
shutter-on-wayland	0.99.2-4
slack-desktop	4.46.101
slirp4netns	1.2.1-1build2
slurp	1.5.0-1
snapd	2.71+ubuntu24.04
software-properties-common	0.99.49.3
software-properties-gtk	0.99.49.3
sound-icons	0.1-8
sound-theme-freedesktop	0.8-2ubuntu1
speech-dispatcher	0.12.0~rc2-2build3
speech-dispatcher-audio-plugins:amd64	0.12.0~rc2-2build3
speech-dispatcher-espeak-ng	0.12.0~rc2-2build3
spice-vdagent	0.22.1-4build3
spirv-tools	2025.1~rc1-1~ubuntu0.24.04.1
sqlite3	3.45.1-1ubuntu2.5
sqlmap	1.8.4-1
squashfs-tools	1:4.6.1-1build1
ssl-cert	1.1.2ubuntu1
sssd	2.9.4-1.1ubuntu6.3
sssd-ad	2.9.4-1.1ubuntu6.3
sssd-ad-common	2.9.4-1.1ubuntu6.3
sssd-common	2.9.4-1.1ubuntu6.3
sssd-ipa	2.9.4-1.1ubuntu6.3
sssd-krb5	2.9.4-1.1ubuntu6.3
sssd-krb5-common	2.9.4-1.1ubuntu6.3
sssd-ldap	2.9.4-1.1ubuntu6.3
sssd-proxy	2.9.4-1.1ubuntu6.3
strace	6.8-0ubuntu2
suckless-tools	47-1
sudo	1.9.15p5-3ubuntu5.24.04.1
sway-notification-center	0.9.0-1build2
switcheroo-control	2.6-2build2
synaptic	0.91.3build4
sysstat	12.6.1-2
system-config-printer-common	1.5.18-1ubuntu9
system-config-printer-udev	1.5.18-1ubuntu9
systemd	255.4-1ubuntu8.11
systemd-dev	255.4-1ubuntu8.11
systemd-hwe-hwdb	255.1.6
systemd-oomd	255.4-1ubuntu8.11
systemd-resolved	255.4-1ubuntu8.11
systemd-sysv	255.4-1ubuntu8.11
systemd-timesyncd	255.4-1ubuntu8.11
sysvinit-utils	3.08-6ubuntu3
tar	1.35+dfsg-3build1
tcl	8.6.14build1
tcl8.6	8.6.14+dfsg-1build1
tcpdump	4.99.4-3ubuntu4.24.04.1
tecla	46.0-1ubuntu0.1
telnet	0.17+2.5-3ubuntu4
terminator	2.1.3-1
terser	5.19.2-1
